,revolving,age,nbr_30_59_days_past_due_not_worse,debt_ratio,monthly_income,nbr_open_credits_and_loans,nbr_90_days_late,nbr_real_estate_loans_or_lines,nbr_60_89_days_past_due_not_worse,dependents,target
104885,0.443007924,42,0,0.084198113,8479.0,4,0,0,0,5.0,0
7116,0.439585073,62,0,0.404169326,4700.0,5,0,2,0,0.0,0
139694,0.04229577,32,0,0.237729803,11857.0,9,0,2,0,0.0,0
31939,0.476082229,44,1,0.439048488,13157.0,12,0,2,0,0.0,0
36476,0.027141057,72,1,0.112219451,400.0,14,0,0,0,0.0,0
22866,0.086535133,60,1,67.0,,6,0,0,0,0.0,0
38925,0.9999999,25,0,0.0,4000.0,0,0,0,0,0.0,0
26138,0.079886217,64,0,190.0,,9,0,0,0,0.0,0
82987,0.975822098,64,0,686.0,,5,0,0,0,0.0,0
96215,0.006449678,80,0,3.0,,2,0,0,0,0.0,0
149048,0.080663245,62,0,480.0,,20,0,0,0,0.0,0
140122,0.694663167,40,0,0.357200452,6200.0,4,4,2,1,1.0,1
117668,0.343245725,44,0,0.585512216,4665.0,13,0,1,0,1.0,0
6827,0.300111388,28,0,0.153787005,2600.0,12,0,0,0,0.0,0
18183,0.000836416,43,0,0.33493315,5833.0,10,0,2,0,1.0,0
1027,0.643133922,47,0,0.158997955,7823.0,3,0,0,0,0.0,0
93980,0.9999999,25,0,0.097942172,3838.0,1,1,0,2,0.0,0
120308,0.006095122,47,0,1085.0,,5,0,1,0,2.0,0
12379,0.008499764,41,0,2718.0,,6,0,1,0,2.0,0
43431,0.020462269,53,0,362.0,,8,0,0,0,0.0,0
17097,0.00038978,65,0,0.0,4166.0,6,0,0,0,0.0,0
10242,0.063486251,36,0,0.228494321,8892.0,10,0,2,0,0.0,0
28603,0.906704759,52,3,3178.0,,12,0,1,0,0.0,0
99024,0.677076694,42,0,1125.0,,2,0,1,0,0.0,0
7843,0.878144215,47,1,0.776990413,4797.0,15,0,1,0,2.0,0
130690,0.968741898,45,0,0.374611169,6750.0,12,0,1,0,1.0,0
66697,0.001664893,53,0,0.000544144,7350.0,7,0,0,0,1.0,0
67522,0.259592583,35,0,0.570595457,6515.0,11,0,4,0,0.0,0
62697,0.082393206,48,0,0.14665689,15000.0,6,0,1,0,0.0,0
51090,0.042991642,62,1,3991.0,,17,0,3,0,,0
34565,0.019232539,75,0,0.009239298,3246.0,4,0,0,0,0.0,0
121224,0.505749808,48,0,0.314311458,6658.0,5,0,1,0,0.0,0
34781,0.100706635,47,0,67.0,,3,0,0,0,0.0,0
118066,0.523256871,41,0,0.404828227,14000.0,12,0,4,0,5.0,0
77011,0.186120966,67,0,0.562602772,4256.0,34,0,1,0,0.0,0
1713,0.9999999,52,0,0.237812128,6727.0,2,4,0,1,1.0,1
81561,0.9999999,45,0,0.491605009,7027.0,7,0,1,0,0.0,0
70303,0.188844858,61,3,0.624159707,4908.0,11,0,3,0,0.0,0
79293,0.9999999,36,0,2203.0,,4,0,2,0,0.0,0
15546,0.0,22,0,0.0,929.0,2,0,0,0,0.0,0
113173,738.0,34,0,0.262313295,8100.0,5,0,1,0,0.0,0
85762,0.061651145,46,0,0.292123109,7667.0,12,0,2,0,2.0,0
21286,0.550444713,78,1,3775.0,,10,1,3,0,,0
122355,0.016279054,69,0,0.504199664,4166.0,12,0,1,0,0.0,0
47377,0.694693315,57,0,0.511710293,5080.0,16,0,1,0,0.0,0
143994,0.078203119,26,0,0.025764895,3725.0,8,0,0,0,0.0,0
14607,0.08535807,45,0,0.379329152,3666.0,7,0,2,0,2.0,0
149618,0.003762302,45,0,0.003749531,8000.0,13,0,0,0,0.0,0
87350,0.316433361,30,0,0.366168478,1471.0,5,0,0,0,0.0,0
102505,0.609233581,58,0,0.216660953,5833.0,7,0,0,0,1.0,0
105674,0.437892578,52,0,102.0,,2,0,0,0,0.0,0
99093,0.9999999,27,0,0.193252811,2400.0,3,0,0,0,2.0,0
33550,0.41578868,57,1,0.341042017,14874.0,19,0,1,0,3.0,1
70871,0.17812163,57,0,0.408559233,18038.0,24,0,4,0,0.0,0
25968,0.040326547,46,0,1.090316978,2302.0,6,0,2,0,2.0,0
112287,0.122971819,38,0,0.430071241,8000.0,14,0,2,0,1.0,0
64650,0.13510057,34,0,0.010319174,4166.0,8,0,0,0,0.0,0
110614,0.117443869,91,0,38.0,,3,0,0,0,,0
70927,0.023966427,72,0,1510.0,,6,0,1,0,0.0,0
108878,0.253127152,56,0,0.12287017,12500.0,16,0,1,0,1.0,0
113625,0.977301135,67,0,0.160467436,14033.0,10,0,1,0,1.0,0
19360,0.04821174,46,0,0.374329344,7268.0,8,0,1,0,0.0,0
149103,0.9999999,42,0,0.0,900.0,1,0,0,0,2.0,0
133331,0.75927898,54,0,2933.0,,7,0,1,0,2.0,0
36254,0.184332734,73,0,0.102951764,4166.0,5,0,0,0,1.0,0
3456,0.084439517,74,0,0.19942832,13643.0,29,0,1,0,0.0,0
65590,0.445974286,61,0,0.535496103,9493.0,15,0,1,0,0.0,0
3418,0.925591362,49,0,0.852429514,3333.0,12,0,1,0,0.0,0
59692,0.11422333,60,0,0.319374191,8500.0,10,0,1,0,2.0,0
23727,0.686810527,44,0,0.390605055,3916.0,8,0,1,0,0.0,0
8317,0.257010316,64,0,0.354978792,9901.0,18,0,3,0,0.0,0
15002,0.9999999,71,0,2.628306878,755.0,3,0,2,0,0.0,0
43663,0.0,56,0,0.346884372,3000.0,6,0,1,0,3.0,0
142183,0.580141316,50,0,2.994673768,750.0,9,1,2,0,0.0,0
95444,0.057223458,60,0,0.398701455,8316.0,11,0,4,0,0.0,0
92863,0.165784832,24,0,0.013311148,600.0,2,0,0,0,0.0,0
125038,0.652959735,42,0,0.29217916,4308.0,5,0,2,0,1.0,0
117622,0.21946689,41,0,0.469306139,5000.0,9,0,2,0,2.0,0
70115,0.007833007,42,0,0.114236344,10416.0,4,0,1,0,0.0,0
18789,0.986091541,43,1,0.422121544,6400.0,7,0,1,0,3.0,0
146426,0.268260348,57,0,0.333445984,8876.0,12,0,1,0,0.0,0
24463,0.667353494,26,0,0.098287806,7650.0,5,0,0,0,2.0,0
73669,0.030533186,62,0,0.079917869,37500.0,6,0,2,0,0.0,0
205,0.021978375,40,0,0.443755624,10000.0,12,0,5,0,2.0,0
61036,0.802568526,35,0,0.247646118,5628.0,10,0,0,0,0.0,0
44950,0.016439238,62,0,0.009522903,10500.0,10,0,0,0,0.0,0
101127,1.007075834,58,1,1970.0,,4,7,0,2,,1
94340,0.006437004,63,0,0.298396772,9168.0,15,0,1,0,0.0,0
130951,0.045911068,68,0,0.80387186,4338.0,19,0,2,0,2.0,0
82039,0.087387113,60,0,0.302656384,5834.0,12,0,1,0,0.0,0
80817,0.909636146,35,1,0.205276175,2425.0,5,0,0,0,2.0,0
107983,0.028177391,43,0,0.00956106,2300.0,3,0,0,0,3.0,0
108807,1.020805188,30,2,1.545284197,1600.0,8,0,1,0,0.0,0
3504,0.004407374,46,0,0.289156627,3236.0,5,0,1,0,2.0,0
42802,0.126387361,52,0,0.02292769,1700.0,2,0,0,0,0.0,0
79449,0.761149024,58,1,2217.0,,4,0,1,0,0.0,0
40654,0.0,71,4,0.168536829,9000.0,13,0,1,1,0.0,0
20429,0.743018752,42,0,0.189320712,15000.0,11,0,1,0,2.0,0
101226,0.128065682,63,0,0.265778738,8333.0,5,0,1,0,0.0,0
130719,0.46930881,32,0,0.968005332,6000.0,7,1,3,0,0.0,0
66413,0.065523362,72,0,0.010720176,7275.0,4,0,0,0,1.0,0
77833,0.309011516,32,0,0.133111155,5100.0,7,0,0,0,1.0,0
14908,0.446650479,47,0,0.395894428,3750.0,4,1,1,2,1.0,1
56022,0.696579399,52,4,0.139285714,13999.0,14,0,0,1,1.0,0
127890,0.726660352,47,5,0.208055092,9583.0,8,1,1,0,2.0,1
132941,0.085341883,52,0,0.504663289,13616.0,7,0,2,0,1.0,0
65491,0.005309457,58,0,0.442843137,10199.0,12,0,1,0,0.0,0
29288,0.038382443,66,0,0.203229399,7183.0,7,0,1,0,0.0,0
28708,0.02212609,51,0,0.002755664,3265.0,2,0,0,0,0.0,0
143899,0.9999999,52,0,592.0,,1,0,0,0,0.0,0
117194,0.244489889,25,0,17.5,1.0,5,0,0,0,0.0,0
58234,0.024151911,50,0,0.185343251,8200.0,17,0,2,0,1.0,0
105129,0.039551451,60,0,1292.0,,15,0,3,0,,1
146103,0.091492072,68,0,0.179419157,7161.0,6,0,2,0,0.0,0
83526,0.669800694,64,0,0.071728222,12156.0,5,0,0,0,0.0,0
138592,0.708058388,27,0,0.227974569,1100.0,2,0,0,0,0.0,0
125623,0.0,52,2,2292.0,,6,0,1,1,,1
56199,0.284934442,57,0,0.450157604,5075.0,10,0,1,0,3.0,0
143206,0.071458893,57,0,0.258296681,2500.0,11,0,0,0,0.0,0
110596,0.0,65,0,4624.0,,10,0,3,0,0.0,0
43856,0.00122672,65,0,1648.0,,3,0,1,0,,0
94974,0.806387226,41,0,0.036385446,2500.0,1,0,0,0,2.0,0
68133,0.9999999,41,1,0.494501833,3000.0,3,3,1,1,1.0,0
14549,0.388914682,55,1,0.563907871,3950.0,7,0,1,0,0.0,1
46644,0.042836717,70,0,1.624223602,643.0,7,0,1,0,0.0,0
38829,1.005994006,43,2,0.790984271,6166.0,8,0,2,0,1.0,1
114670,0.163162033,45,0,0.558244232,7107.0,6,0,1,0,2.0,0
49312,0.9999999,58,1,0.018796241,5000.0,9,0,0,0,1.0,0
84178,0.948805119,30,0,0.470705859,5000.0,8,0,1,0,0.0,0
77539,0.000499981,49,1,0.368582965,5200.0,7,0,1,0,0.0,0
63167,0.273658464,61,0,0.335857056,9905.0,12,0,1,0,0.0,0
2905,0.004054739,75,0,0.001587582,5668.0,14,0,0,0,1.0,0
38236,0.0,38,0,1274.0,0.0,5,0,1,0,2.0,0
18541,0.002143506,55,0,1156.0,,8,0,2,0,0.0,0
75841,0.026123367,50,0,0.006853227,1750.0,6,0,0,0,0.0,0
623,0.221106801,43,0,0.157212981,7333.0,5,0,1,0,0.0,0
140350,0.004658541,78,0,0.041972227,6408.0,15,0,1,0,0.0,0
84670,0.137123286,50,0,0.56568994,11500.0,14,0,2,0,3.0,0
90605,0.9999999,56,0,0.0,,1,0,0,0,0.0,0
1089,0.096113878,41,0,0.224395714,8025.0,10,0,0,0,4.0,0
147261,0.605363282,57,0,0.594655435,13770.0,24,0,4,0,3.0,0
35674,0.926147705,22,3,1.577344702,820.0,7,0,1,0,0.0,0
37238,0.980073452,51,0,0.403186699,8660.0,9,0,1,0,2.0,0
20692,0.291008183,33,0,0.458767014,4995.0,10,0,1,0,0.0,0
13154,0.089319699,62,0,0.288608436,3010.0,5,0,2,0,0.0,0
171,0.9999999,29,0,974.0,,2,0,0,0,0.0,0
34113,0.0,50,0,0.0,,3,0,0,0,0.0,0
34836,0.9999999,63,1,0.035547656,4500.0,2,5,0,0,0.0,1
60410,0.026014885,71,0,0.298515668,5456.0,22,0,1,0,0.0,0
57512,0.461139007,38,0,0.411945655,3900.0,7,0,1,0,2.0,0
28705,0.04209579,36,0,0.132135613,3450.0,6,0,0,0,2.0,0
44851,0.0,81,0,0.081527936,3507.0,4,0,0,0,0.0,0
51075,0.170186558,57,0,227.0,,5,0,0,0,0.0,0
109261,0.069130129,53,0,0.244548138,10500.0,24,0,2,0,3.0,0
51826,0.492801708,60,0,10157.0,,16,0,3,0,0.0,0
39367,0.730538922,25,0,0.004997501,2000.0,1,0,0,0,0.0,0
129070,0.003423011,34,0,0.079365079,5480.0,5,0,0,0,0.0,0
121450,0.649717203,73,1,4160.0,,8,0,1,0,0.0,0
131762,0.268120506,62,0,0.313717598,12421.0,14,0,2,0,1.0,0
89652,0.9999999,54,0,0.153502235,6038.0,2,1,0,0,1.0,0
82502,0.803274591,46,1,1.619764398,1527.0,6,2,2,1,1.0,1
53671,0.81667964,64,1,0.449318835,8000.0,13,0,1,0,0.0,0
129192,0.073774393,85,0,0.004246285,941.0,1,0,0,0,0.0,0
3666,0.081304056,51,0,0.41640437,5400.0,12,0,1,0,3.0,0
17690,0.865751233,54,0,0.3754363,4583.0,6,0,1,0,1.0,1
23884,0.410165189,38,0,0.35793731,8900.0,8,0,2,0,2.0,0
46212,0.731453709,49,0,0.028540849,8408.0,5,0,0,0,0.0,0
28880,1.10442124,31,1,0.609365559,3309.0,7,0,1,0,0.0,1
88885,0.9999999,46,1,65.0,,1,0,0,0,0.0,0
79649,0.072859679,51,1,0.060911381,4366.0,6,0,0,0,3.0,0
58952,0.012196067,82,0,0.175378463,3500.0,7,0,0,0,0.0,0
63941,0.067030096,74,0,0.126679463,520.0,6,0,0,0,0.0,0
90297,0.890097184,36,0,0.367380903,4806.0,3,0,0,0,0.0,0
135290,0.507678023,64,0,0.217003771,2916.0,8,0,0,0,1.0,0
133126,0.371738581,66,0,0.169798506,13250.0,6,0,0,0,0.0,0
16336,0.000592874,89,0,0.045216996,4400.0,15,0,0,0,1.0,0
105301,0.9999999,90,0,0.0,,2,0,0,0,,0
38881,0.084836222,37,0,0.99442183,6632.0,8,0,3,0,2.0,0
91188,0.182502039,32,0,1840.0,,5,0,2,0,0.0,0
43282,0.595540446,33,0,0.116076014,3893.0,3,0,0,0,0.0,0
96502,0.9999999,50,0,587.0,,1,0,0,0,0.0,0
22072,0.421695056,38,0,0.806548363,4000.0,4,0,1,0,2.0,0
6514,0.267189723,53,1,0.529715676,30000.0,11,0,3,0,3.0,0
49346,0.335439298,68,0,0.35505809,7057.0,8,0,2,0,1.0,0
1826,0.9999999,64,1,0.967923863,2836.0,6,0,1,0,2.0,1
143682,0.054082254,42,0,0.007248188,4000.0,4,0,0,0,0.0,0
72370,0.0,45,0,0.0,,1,0,0,0,0.0,0
128677,0.300399772,24,0,0.118328506,2416.0,5,0,0,0,1.0,0
62833,0.651124063,27,1,0.012358947,1860.0,1,0,0,0,0.0,0
135813,0.058541185,77,0,61.0,,1,0,0,0,0.0,0
101756,0.072587066,51,0,0.346512588,12114.0,7,0,2,0,1.0,0
6983,0.784132888,37,0,0.640366326,2838.0,6,0,1,0,0.0,0
12509,0.437460549,45,0,0.356742258,4100.0,9,1,1,0,3.0,0
68204,0.13838673,41,0,0.452062132,5600.0,9,0,1,0,0.0,0
80016,0.010810946,56,0,0.369530755,6307.0,21,0,2,0,2.0,0
146090,0.954941591,49,0,0.825672646,3567.0,18,0,1,0,0.0,0
49512,0.9999999,42,3,0.40632806,1200.0,1,2,0,0,4.0,0
131554,0.110336272,71,0,0.029451363,5941.0,4,0,0,0,0.0,0
41835,0.989672695,31,0,0.330417396,4000.0,13,0,0,1,0.0,0
68660,0.256814135,33,0,0.552795031,3058.0,5,0,0,1,0.0,0
100479,0.105028386,63,0,1593.0,,14,0,2,0,1.0,0
103671,0.744633955,74,0,0.570662461,3169.0,5,0,0,0,0.0,0
145908,0.026788997,62,0,0.40545809,5642.0,19,0,5,0,0.0,0
40681,0.622072058,33,0,0.263067695,2333.0,5,0,0,0,0.0,0
137178,0.425101295,55,0,2364.0,,8,0,1,0,3.0,0
103290,0.43094426,33,0,0.705546299,4200.0,9,0,1,0,0.0,0
126198,0.057186748,52,0,0.198207515,2900.0,7,0,0,0,3.0,0
5550,0.027491519,57,0,0.335115335,10100.0,11,0,3,0,3.0,0
19029,0.450523697,50,0,0.230292294,5644.0,17,0,0,0,0.0,1
50047,0.021369579,72,1,1416.0,,10,0,1,0,0.0,0
80626,0.0,62,1,2.058907533,2800.0,17,0,3,0,0.0,0
145033,1.063122924,46,1,0.201626515,6516.0,5,3,0,0,2.0,0
127829,0.348493777,47,0,0.91063617,8000.0,12,0,3,0,2.0,0
84212,0.011135711,61,0,1793.0,,15,0,1,0,0.0,0
145820,0.092207183,33,0,241.0,,10,0,0,0,0.0,0
86940,0.039582359,70,1,0.214231064,1306.0,7,0,0,0,0.0,0
111655,0.369315342,23,0,0.027465668,800.0,4,0,0,0,0.0,0
91722,0.623016391,35,0,0.265720081,3450.0,3,0,0,0,2.0,0
138494,0.194309927,54,0,18.0,,4,0,0,0,0.0,0
64060,0.04317312,60,0,0.032878293,5200.0,9,0,0,0,1.0,0
47419,0.9999999,45,0,0.409892134,3800.0,4,0,1,0,1.0,0
128265,1454.0,67,0,626.0,,5,0,1,0,0.0,0
27714,0.073998391,62,0,0.270454924,6000.0,9,0,2,0,0.0,0
19346,0.027286784,33,0,805.0,,10,0,1,0,0.0,0
21752,0.073719018,82,0,151.0,,11,0,0,0,0.0,0
107123,0.844973395,62,0,0.710298678,6126.0,15,0,1,0,1.0,0
67450,0.120244349,69,0,0.473031967,7100.0,8,0,2,0,1.0,0
27644,0.514167083,46,0,0.746997078,9240.0,15,0,4,0,2.0,0
130333,0.112904675,63,2,0.013181332,8420.0,4,0,0,0,0.0,0
60972,0.0,74,0,0.0,3006.0,4,0,0,0,0.0,0
52346,0.0,85,0,0.0,3400.0,5,0,0,0,0.0,0
9391,0.00370089,65,0,0.175637394,6000.0,5,0,1,0,0.0,0
8347,0.227335453,72,0,0.146550493,7000.0,6,0,0,0,0.0,0
109486,0.9999999,23,0,0.079068241,3047.0,2,0,0,0,2.0,0
26150,0.06929137,73,0,0.038326946,6000.0,4,0,1,0,0.0,0
84632,0.212684734,70,1,1.203265456,5450.0,11,0,2,0,0.0,0
124814,0.0,74,0,36.0,,17,0,0,0,0.0,0
137710,0.151995435,50,0,0.263338177,9633.0,18,0,2,0,3.0,0
147240,0.679893153,52,0,0.483093208,3400.0,5,0,1,0,1.0,0
63402,0.951744376,46,0,0.649131159,4200.0,5,0,2,0,1.0,0
142803,0.127706422,48,0,0.290237698,11400.0,13,0,2,0,9.0,0
41289,0.015873848,84,0,0.011662779,3000.0,11,0,0,0,1.0,0
143797,0.520096098,54,1,0.922384702,8000.0,21,0,5,0,1.0,0
117014,0.363512853,51,0,0.340212793,7800.0,5,0,2,0,2.0,0
53556,0.164992489,52,0,0.19844502,2700.0,10,0,0,0,4.0,0
7269,0.86035692,41,1,1863.0,,6,5,2,1,0.0,1
128806,0.059578641,62,0,0.203283438,8283.0,7,0,2,0,1.0,0
59924,0.146500714,27,0,0.045129963,3500.0,3,0,0,0,0.0,0
4105,0.0,28,0,0.57467635,3166.0,3,0,1,0,0.0,0
125248,0.194798295,58,0,1349.0,,30,0,0,0,1.0,0
137097,0.427021546,72,0,0.746945123,4500.0,11,0,3,1,0.0,0
64162,0.0,44,0,3279.0,,9,0,1,0,0.0,0
24416,0.619923589,28,0,0.50572905,4450.0,11,0,1,0,0.0,0
84289,0.9999999,83,0,0.0,,0,0,0,0,0.0,0
122227,0.472483887,35,0,0.43877144,7520.0,10,0,1,0,2.0,0
130623,0.925107489,52,0,0.605820896,6699.0,11,0,2,0,0.0,0
46842,0.408659459,73,0,0.505209978,6333.0,11,0,3,0,0.0,0
8596,0.139107634,50,0,0.20362371,8333.0,11,0,1,0,0.0,0
87793,0.0779044,52,0,0.232400883,14048.0,12,0,2,0,0.0,0
116858,0.022531436,58,0,0.209746006,8700.0,13,0,2,0,2.0,0
142757,0.179706951,77,0,170.0,0.0,11,0,0,0,0.0,0
39275,1.607973422,43,1,0.23773092,5358.0,2,2,1,0,3.0,0
27837,0.00447257,66,0,3264.0,,16,0,1,0,0.0,0
22787,0.507414139,58,0,0.692607727,5383.0,17,0,1,0,0.0,0
99614,1.080612925,33,4,0.37880471,4500.0,8,0,2,0,2.0,0
9914,0.43566568,32,1,0.47575683,4062.0,10,0,1,0,1.0,0
49452,0.052699682,59,0,13.0,,1,0,0,0,0.0,0
75601,1.887043189,43,1,0.155965688,7693.0,5,1,0,2,1.0,1
139661,0.05269605,58,0,0.248402926,10800.0,12,0,2,0,0.0,0
72862,0.076073997,47,0,0.447455254,10000.0,7,0,3,0,1.0,0
52454,0.182801563,50,3,1987.0,,5,0,1,1,2.0,0
25882,0.015811512,58,0,7.0,,4,0,0,0,0.0,0
114228,0.756737263,39,1,1.289884046,2500.0,15,1,1,0,0.0,1
124476,0.065444678,58,0,0.159836803,16666.0,7,0,2,0,0.0,0
96955,0.008139837,72,0,0.287525703,2917.0,13,0,1,0,0.0,0
127591,0.70426162,55,0,0.148637756,6202.0,4,0,0,0,0.0,0
41844,0.042408367,32,0,0.15,5619.0,10,0,0,0,0.0,0
118260,0.000480466,67,0,0.641724522,11666.0,17,0,2,0,1.0,0
2381,0.0,58,0,0.132574778,11600.0,10,0,3,0,1.0,0
80133,0.0,64,0,0.0,5223.0,1,0,0,0,0.0,0
2209,0.546226887,26,0,0.071192375,5140.0,3,2,0,2,1.0,0
37347,0.206885882,74,0,607.0,,9,0,0,0,,0
20349,0.123759282,52,0,0.532040692,11500.0,13,0,2,0,4.0,0
129179,0.0,70,0,0.0,,4,0,0,0,0.0,0
53630,0.020561223,68,0,0.297687359,5750.0,10,0,1,0,1.0,0
32498,0.569575051,60,0,0.184605241,6066.0,8,0,0,0,0.0,0
90190,0.0,36,0,0.323976969,9725.0,15,0,5,0,0.0,0
51809,0.404596968,46,0,0.590654481,6783.0,7,0,2,0,1.0,0
128528,0.255598149,63,0,0.310210582,5650.0,8,0,1,0,0.0,0
135369,0.011763338,66,0,0.108736408,8000.0,16,0,0,0,1.0,0
50774,0.313223017,38,0,0.350432872,7738.0,7,0,2,0,4.0,0
61621,0.256904027,33,1,0.441355066,6257.0,10,0,2,0,0.0,0
6901,0.004533132,68,0,1619.0,,5,0,1,0,0.0,0
72378,0.108329722,55,0,0.637676559,6300.0,6,0,1,0,1.0,0
57996,0.420762256,67,0,0.701481617,5466.0,11,0,2,0,0.0,0
126184,0.010915757,40,0,11.0,,10,0,0,0,0.0,0
28283,0.144617798,59,0,0.15324944,5800.0,5,0,0,0,0.0,0
67419,0.006571878,47,0,0.302479717,8750.0,13,0,1,0,0.0,0
31727,0.155605549,56,0,0.140369772,5570.0,4,0,0,0,0.0,0
15419,0.017265516,50,0,990.0,,7,1,1,1,0.0,1
46071,0.018057105,88,0,0.002739149,4745.0,3,0,0,0,0.0,0
76046,0.190386058,55,0,0.323186313,9000.0,9,0,2,0,0.0,0
69097,0.04603269,51,0,0.381924943,7833.0,10,0,1,0,0.0,0
52768,0.225928799,52,2,0.577474175,3000.0,7,0,1,1,2.0,1
109270,0.157926836,56,0,0.025741935,30999.0,12,0,0,0,1.0,0
139821,0.810134158,50,1,0.263085636,5826.0,5,0,1,3,2.0,0
132439,0.833070188,40,1,0.141087672,5166.0,8,0,0,1,0.0,1
107589,0.386172583,71,0,0.984366479,5500.0,11,0,2,0,0.0,0
28436,0.0,48,0,0.114659023,15000.0,4,0,1,0,1.0,0
119982,0.0,56,0,0.31927049,4550.0,5,0,1,0,0.0,0
5814,0.0,41,0,0.0,4170.0,3,0,0,0,0.0,0
132262,0.9999999,62,1,0.355881373,3000.0,1,0,1,0,1.0,0
7011,0.009266049,58,0,1385.0,,5,0,0,0,0.0,0
28872,0.121995643,49,0,0.204289786,6666.0,4,0,1,0,0.0,0
5661,0.167715316,36,0,0.101930287,7200.0,17,1,0,0,1.0,0
141809,0.9999999,77,0,458.0,,4,1,1,0,,0
27360,0.334568555,58,1,0.655367232,6194.0,16,0,2,0,0.0,0
29632,0.043053812,53,0,0.457796595,11100.0,13,0,2,0,1.0,0
87975,0.301796825,86,0,0.748560461,2083.0,20,0,0,0,0.0,0
41242,0.307248852,33,0,0.184658105,2880.0,6,0,0,0,0.0,0
37036,0.205035421,40,0,0.294143453,4558.0,11,0,2,0,1.0,0
58104,0.99342951,37,0,0.284816096,6361.0,3,0,1,0,3.0,0
145253,0.108521573,59,0,0.392405063,1816.0,9,0,0,0,0.0,0
145376,0.009999817,60,0,0.179162073,5441.0,9,0,1,0,0.0,0
233,0.034833091,67,0,0.460246187,12916.0,9,0,2,0,0.0,0
47577,0.873908027,42,0,0.585448393,6500.0,7,0,1,0,2.0,0
7386,0.035893376,77,0,253.0,,7,0,0,0,0.0,0
101529,0.472767272,30,0,0.285429448,6519.0,10,0,0,0,1.0,0
25148,0.018370418,61,0,51.0,,6,0,0,0,0.0,0
72449,0.541837662,42,0,0.292227703,7500.0,5,0,0,0,2.0,0
81772,0.571872278,54,0,3609.0,,13,0,1,0,1.0,0
131131,0.472386281,39,0,0.129210891,2166.0,6,0,0,0,1.0,0
87738,0.063371039,75,0,0.007141157,4200.0,2,0,0,0,0.0,0
143338,0.47850324,69,4,0.139177521,6832.0,13,0,2,0,1.0,0
23163,0.14805598,31,0,0.404932511,6000.0,10,0,1,0,0.0,0
19318,0.266128481,35,0,0.232833465,3800.0,12,0,0,0,0.0,0
45104,0.064351427,58,0,0.342487608,17550.0,11,0,5,0,0.0,0
127347,0.9999999,44,2,0.545918367,1959.0,4,2,2,1,2.0,1
43642,0.046202693,48,0,0.167090324,5900.0,4,0,1,0,2.0,0
114748,1.019775041,45,0,0.643335666,10000.0,16,0,1,0,0.0,0
3731,0.006298227,66,0,0.005512679,1813.0,8,0,0,0,0.0,0
107062,0.208635324,55,0,0.345681036,6100.0,8,0,2,0,4.0,0
5639,0.179056117,65,0,1.572674419,1031.0,12,0,1,0,0.0,0
20522,0.9999999,50,0,837.0,,2,0,1,0,0.0,0
142278,0.417629356,72,0,0.408328623,5306.0,7,0,1,0,0.0,0
103541,0.0,43,2,0.391465933,7264.0,12,0,2,2,2.0,0
8060,0.9999999,36,0,0.0,,0,0,0,0,0.0,0
137543,0.208338765,52,0,0.389883699,5416.0,15,0,2,0,1.0,0
136297,0.385776269,37,0,0.066896778,6083.0,4,0,0,0,1.0,0
41854,0.972592406,59,0,0.392178647,9000.0,8,0,1,0,3.0,0
72952,0.605477203,60,1,0.604984785,6900.0,7,1,2,2,1.0,1
102497,0.044341746,42,0,1585.0,,7,0,1,0,0.0,0
34256,0.199963643,33,0,0.185583899,4272.0,4,0,0,0,0.0,0
84036,0.0,58,1,0.078767929,4252.0,12,0,0,0,0.0,0
23649,0.062082758,49,0,0.182610048,6428.0,7,0,1,0,3.0,0
128437,0.396323338,59,0,0.428782652,6086.0,7,0,1,1,0.0,0
27062,0.979755061,31,1,0.935680139,2300.0,7,0,1,0,1.0,0
59286,0.001319534,63,0,2.0,,6,0,0,0,0.0,0
81784,0.144885511,58,3,0.632261411,5783.0,12,0,2,0,0.0,1
115879,0.394430278,46,0,0.492892745,5416.0,15,0,2,0,1.0,0
66803,0.641910444,41,1,0.3156379,20833.0,11,0,3,0,0.0,1
59467,0.025999639,63,0,0.163014225,2600.0,8,0,0,0,0.0,0
101210,0.238708961,43,1,0.488547843,8600.0,16,0,2,0,1.0,0
146178,0.075979182,65,0,0.859627929,4138.0,9,0,1,0,0.0,0
87418,0.005027037,56,0,0.086040386,3416.0,6,0,0,0,0.0,0
26552,0.065223198,63,0,2261.0,,18,0,1,0,0.0,0
10825,0.877402819,67,3,1.410140443,4200.0,12,4,3,1,0.0,1
21288,0.053439922,75,0,1.240094619,1690.0,23,0,2,0,0.0,0
30217,0.003142558,41,0,0.366220736,5381.0,6,0,2,0,2.0,0
119621,0.306852529,55,0,0.17168755,3750.0,8,0,0,0,2.0,0
64006,0.077528564,57,0,0.259893229,11800.0,6,0,2,0,1.0,0
72845,0.099630325,47,0,0.465232541,6600.0,6,0,2,0,1.0,0
57769,0.278748239,54,0,0.396786432,4480.0,10,0,2,0,1.0,0
87097,0.272488164,37,0,0.428003534,2263.0,5,0,1,0,1.0,0
124525,0.43183553,40,0,477.0,,11,0,0,1,0.0,0
69892,0.284527518,47,0,3.163197336,1200.0,18,0,3,0,1.0,0
44784,0.045951265,72,0,0.154461385,4000.0,9,0,0,0,0.0,0
106658,0.901232074,68,0,133.0,,1,0,0,0,0.0,0
88780,0.0,41,0,0.602862756,3562.0,6,0,2,0,2.0,0
